,ANO,COD_MUN,HOMICIDIOS,NOM_MUN,POPULACAO,TAXA_HOMICIDIO
1540,2020,251400,2,São João do Cariri,4184.0,47.8
1541,2020,251410,1,São João do Tigre,4415.0,22.65
1542,2020,251430,1,São José de Caiana,6376.0,15.68
1543,2020,251450,3,São José de Piranhas,20329.0,14.76
1544,2020,251460,3,São José do Bonfim,3588.0,83.61
1545,2020,251490,1,São Mamede,7702.0,12.98
1546,2020,251500,5,São Miguel de Taipu,7410.0,67.48
1547,2020,251510,1,São Sebastião de Lagoa de Roça,11728.0,8.53
1548,2020,251520,1,São Sebastião do Umbuzeiro,3512.0,28.47
1549,2020,251530,10,Sapé,52804.0,18.94
1550,2020,251540,5,São Vicente do Seridó,10848.0,46.09
1551,2020,251550,2,Serra Branca,13754.0,14.54
1552,2020,251570,1,Serra Grande,2916.0,34.29
1553,2020,251580,1,Serra Redonda,7021.0,14.24
1554,2020,251597,3,Sobrado,7815.0,38.39
1555,2020,251600,6,Solânea,26227.0,22.88
1556,2020,251610,3,Soledade,15102.0,19.86
1557,2020,251620,11,Sousa,69723.0,15.78
1558,2020,251650,3,Taperoá,15441.0,19.43
1559,2020,251660,1,Tavares,14759.0,6.78
1560,2020,251670,7,Teixeira,15248.0,45.91
1561,2020,251690,1,Uiraúna,15300.0,6.54
1562,2020,251700,2,Umbuzeiro,9911.0,20.18
1563,2020,251710,1,Várzea,2841.0,35.2
1564,2020,251740,1,Zabelê,2255.0,44.35
1565,2021,250030,2,Alagoa Grande,28384.0,7.05
1566,2021,250040,4,Alagoa Nova,20992.0,19.05
1567,2021,250050,2,Alagoinha,14629.0,13.67
1568,2021,250053,1,Alcantil,5527.0,18.09
1569,2021,250060,16,Alhandra,19865.0,80.54
1570,2021,250070,2,São João do Rio do Peixe,18020.0,11.1
1571,2021,250077,1,Aparecida,8482.0,11.79
1572,2021,250080,4,Araçagi,16857.0,23.73
1573,2021,250090,1,Arara,13613.0,7.35
1574,2021,250100,6,Araruna,20610.0,29.11
1575,2021,250110,1,Areia,22493.0,4.45
1576,2021,250120,1,Areial,7054.0,14.18
1577,2021,250130,9,Aroeiras,19081.0,47.17
1578,2021,250140,7,Baía da Traição,9197.0,76.11
1579,2021,250150,4,Bananeiras,21220.0,18.85
1580,2021,250170,2,Barra de São Miguel,6095.0,32.81
1581,2021,250180,29,Bayeux,97519.0,29.74
1582,2021,250190,2,Belém,17733.0,11.28
1583,2021,250200,1,Belém do Brejo do Cruz,7356.0,13.59
1584,2021,250205,1,Bernardino Batista,3571.0,28.0
1585,2021,250210,1,Boa Ventura,5248.0,19.05
1586,2021,250215,2,Boa Vista,7218.0,27.71
1587,2021,250240,1,Bonito de Santa Fé,12126.0,8.25
1588,2021,250250,5,Boqueirão,17934.0,27.88
1589,2021,250270,1,Borborema,5311.0,18.83
1590,2021,250280,12,Brejo do Cruz,14287.0,83.99
1591,2021,250290,1,Brejo dos Santos,6479.0,15.43
1592,2021,250300,13,Caaporã,22079.0,58.88
1593,2021,250310,1,Cabaceiras,5710.0,17.51
1594,2021,250320,10,Cabedelo,69773.0,14.33
1595,2021,250340,1,Cacimba de Areia,3708.0,26.97
1596,2021,250355,7,Cacimbas,7225.0,96.89
1597,2021,250360,1,Caiçara,7182.0,13.92
1598,2021,250370,15,Cajazeiras,62576.0,23.97
1599,2021,250380,2,Caldas Brandão,6077.0,32.91
1600,2021,250390,1,Camalaú,6048.0,16.53
1601,2021,250400,87,Campina Grande,413830.0,21.02
1602,2021,250403,1,Capim,6715.0,14.89
1603,2021,250407,1,Caraúbas,4206.0,23.78
1604,2021,250415,1,Casserengue,7530.0,13.28
1605,2021,250420,3,Catingueira,4938.0,60.75
1606,2021,250430,10,Catolé do Rocha,30819.0,32.45
1607,2021,250435,1,Caturité,4898.0,20.42
1608,2021,250450,1,Condado,6662.0,15.01
1609,2021,250460,14,Conde,25341.0,55.25
1610,2021,250470,4,Congo,4787.0,83.56
1611,2021,250480,6,Coremas,15438.0,38.87
1612,2021,250490,25,Cruz do Espírito Santo,17599.0,142.05
1613,2021,250500,1,Cubati,7866.0,12.71
1614,2021,250510,4,Cuité,20331.0,19.67
1615,2021,250520,3,Cuitegi,6748.0,44.46
1616,2021,250523,2,Cuité de Mamanguape,6360.0,31.45
1617,2021,250530,1,Curral Velho,2508.0,39.87
1618,2021,250535,1,Damião,5409.0,18.49
1619,2021,250540,2,Desterro,8332.0,24.0
1620,2021,250560,1,Diamante,6506.0,15.37
1621,2021,250570,1,Dona Inês,10375.0,9.64
1622,2021,250590,2,Emas,3556.0,56.24
1623,2021,250600,1,Esperança,33386.0,3.0
1624,2021,250610,5,Fagundes,11180.0,44.72
1625,2021,250630,9,Guarabira,59389.0,15.15
1626,2021,250640,7,Gurinhém,14125.0,49.56
1627,2021,250650,1,Gurjão,3477.0,28.76
1628,2021,250660,2,Ibiara,5877.0,34.03
1629,2021,250670,4,Imaculada,11877.0,33.68
1630,2021,250680,2,Ingá,18184.0,11.0
1631,2021,250690,8,Itabaiana,24363.0,32.84
1632,2021,250700,11,Itaporanga,24960.0,44.07
1633,2021,250710,7,Itapororoca,18978.0,36.88
1634,2021,250720,3,Itatuba,11069.0,27.1
1635,2021,250730,12,Jacaraú,14467.0,82.95
1636,2021,250740,5,Jericó,7751.0,64.51
1637,2021,250750,246,João Pessoa,825796.0,29.79
1638,2021,250760,2,Juarez Távora,8014.0,24.96
1639,2021,250770,7,Juazeirinho,18422.0,38.0
1640,2021,250790,6,Juripiranga,10830.0,55.4
1641,2021,250800,5,Juru,9831.0,50.86
1642,2021,250810,2,Lagoa,4640.0,43.1
1643,2021,250820,4,Lagoa de Dentro,7754.0,51.59
1644,2021,250830,2,Lagoa Seca,27728.0,7.21
1645,2021,250850,2,Livramento,7274.0,27.5
1646,2021,250860,8,Lucena,13344.0,59.95
1647,2021,250870,1,Mãe d'Água,3988.0,25.08
1648,2021,250880,3,Malta,5745.0,52.22
1649,2021,250890,10,Mamanguape,45385.0,22.03
1650,2021,250900,1,Manaíra,10988.0,9.1
1651,2021,250905,3,Marcação,8746.0,34.3
1652,2021,250910,8,Mari,21895.0,36.54
1653,2021,250920,3,Massaranduba,14077.0,21.31
1654,2021,250939,1,Maturéia,6690.0,14.95
1655,2021,250940,4,Mogeiro,13238.0,30.22
1656,2021,250950,2,Montadas,5806.0,34.45
1657,2021,250970,8,Monteiro,33638.0,23.78
1658,2021,250980,7,Mulungu,9962.0,70.27
1659,2021,250990,1,Natuba,10449.0,9.57
1660,2021,251010,4,Nova Floresta,10614.0,37.69
1661,2021,251040,1,Olho d'Água,6399.0,15.63
1662,2021,251060,1,Ouro Velho,3052.0,32.77
1663,2021,251070,1,Passagem,2453.0,40.77
1664,2021,251080,44,Patos,108766.0,40.45
1665,2021,251090,8,Paulista,12411.0,64.46
1666,2021,251120,20,Pedras de Fogo,28607.0,69.91
1667,2021,251130,2,Piancó,16147.0,12.39
1668,2021,251140,3,Picuí,18737.0,16.01
1669,2021,251190,22,Pitimbu,19478.0,112.95
1670,2021,251200,3,Pocinhos,18848.0,15.92
1671,2021,251203,1,Poço Dantas,3877.0,25.79
1672,2021,251207,1,Poço de José de Moura,4366.0,22.9
1673,2021,251210,10,Pombal,32803.0,30.49
1674,2021,251230,5,Princesa Isabel,23749.0,21.05
1675,2021,251240,3,Puxinanã,13801.0,21.74
1676,2021,251250,9,Queimadas,44388.0,20.28
1677,2021,251260,1,Quixaba,2009.0,49.78
1678,2021,251270,3,Remígio,19973.0,15.02
1679,2021,251274,2,Riachão,3650.0,54.79
1680,2021,251275,1,Riachão do Bacamarte,4562.0,21.92
1681,2021,251276,1,Riachão do Poço,4571.0,21.88
1682,2021,251278,2,Riacho de Santo Antônio,1999.0,100.05
1683,2021,251280,1,Riacho dos Cavalos,8555.0,11.69
1684,2021,251290,8,Rio Tinto,24258.0,32.98
1685,2021,251300,2,Salgadinho,3975.0,50.31
1686,2021,251310,1,Salgado de São Félix,12123.0,8.25
1687,2021,251315,1,Santa Cecília,6526.0,15.32
1688,2021,251335,1,Santa Inês,3591.0,27.85
1689,2021,251340,2,Santa Luzia,15470.0,12.93
1690,2021,251370,58,Santa Rita,138093.0,42.0
1691,2021,251380,1,Santa Teresinha,4550.0,21.98
1692,2021,251390,12,São Bento,34650.0,34.63
1693,2021,251392,3,São Bentinho,4602.0,65.19
1694,2021,251400,2,São João do Cariri,4170.0,47.96
1695,2021,251410,5,São João do Tigre,4408.0,113.43
1696,2021,251430,1,São José de Caiana,6394.0,15.64
1697,2021,251440,1,São José de Espinharas,4631.0,21.59
1698,2021,251445,6,São José dos Ramos,6037.0,99.39
1699,2021,251450,3,São José de Piranhas,20406.0,14.7
1700,2021,251460,2,São José do Bonfim,3619.0,55.26
1701,2021,251480,2,São José dos Cordeiros,3607.0,55.45
1702,2021,251500,5,São Miguel de Taipu,7450.0,67.11
1703,2021,251510,4,São Sebastião de Lagoa de Roça,11793.0,33.92
1704,2021,251530,6,Sapé,52977.0,11.33
1705,2021,251540,3,São Vicente do Seridó,10919.0,27.48
1706,2021,251550,1,Serra Branca,13807.0,7.24
1707,2021,251580,1,Serra Redonda,7001.0,14.28
1708,2021,251597,2,Sobrado,7845.0,25.49
1709,2021,251600,5,Solânea,26051.0,19.19
1710,2021,251610,3,Soledade,15211.0,19.72
1711,2021,251620,7,Sousa,69997.0,10.0
1712,2021,251630,7,Sumé,17096.0,40.95
1713,2021,251640,3,Tacima,11024.0,27.21
1714,2021,251650,5,Taperoá,15505.0,32.25
1715,2021,251660,4,Tavares,14791.0,27.04
1716,2021,251670,2,Teixeira,15333.0,13.04
1717,2021,251675,1,Tenório,3103.0,32.23
1718,2021,251690,3,Uiraúna,15356.0,19.54
1719,2021,251740,2,Zabelê,2269.0,88.14
1720,2022,250010,4,Água Branca,9335.0,42.85
1721,2022,250020,4,Aguiar,5003.0,79.95
1722,2022,250030,2,Alagoa Grande,26062.0,7.67
1723,2022,250040,3,Alagoa Nova,21013.0,14.28
1724,2022,250050,6,Alagoinha,13725.0,43.72
1725,2022,250053,3,Alcantil,5578.0,53.78
1726,2022,250060,11,Alhandra,21730.0,50.62
1727,2022,250077,2,Aparecida,7960.0,25.13
1728,2022,250080,4,Araçagi,16646.0,24.03
1729,2022,250090,2,Arara,12212.0,16.38
1730,2022,250100,2,Araruna,17189.0,11.64
1731,2022,250110,3,Areia,22633.0,13.25
1732,2022,250120,1,Areial,7128.0,14.03
1733,2022,250130,4,Aroeiras,18705.0,21.38
1734,2022,250135,3,Assunção,4152.0,72.25
1735,2022,250140,4,Baía da Traição,9224.0,43.37
1736,2022,250150,3,Bananeiras,23134.0,12.97
1737,2022,250153,1,Baraúna,4762.0,21.0
1738,2022,250157,3,Barra de Santana,8059.0,37.23
1739,2022,250160,1,Barra de Santa Rosa,12904.0,7.75
1740,2022,250170,2,Barra de São Miguel,5906.0,33.86
1741,2022,250180,30,Bayeux,82742.0,36.26
1742,2022,250190,4,Belém,16401.0,24.39
1743,2022,250200,1,Belém do Brejo do Cruz,6268.0,15.95
1744,2022,250205,1,Bernardino Batista,3504.0,28.54
1745,2022,250230,4,Bom Sucesso,4661.0,85.82
1746,2022,250250,2,Boqueirão,17598.0,11.36
1747,2022,250260,2,Igaracy,5648.0,35.41
1748,2022,250270,1,Borborema,4214.0,23.73
1749,2022,250280,8,Brejo do Cruz,13613.0,58.77
1750,2022,250290,5,Brejo dos Santos,5742.0,87.08
1751,2022,250300,17,Caaporã,21193.0,80.22
1752,2022,250320,9,Cabedelo,66519.0,13.53
1753,2022,250340,1,Cacimba de Areia,3291.0,30.39
1754,2022,250350,2,Cacimba de Dentro,16064.0,12.45
1755,2022,250355,1,Cacimbas,7223.0,13.84
1756,2022,250360,1,Caiçara,6602.0,15.15
1757,2022,250370,11,Cajazeiras,63239.0,17.39
1758,2022,250375,1,Cajazeirinhas,2740.0,36.5
1759,2022,250380,1,Caldas Brandão,5753.0,17.38
1760,2022,250390,1,Camalaú,6085.0,16.43
1761,2022,250400,77,Campina Grande,419379.0,18.36
1762,2022,250403,1,Capim,6970.0,14.35
1763,2022,250415,1,Casserengue,6889.0,14.52
1764,2022,250430,28,Catolé do Rocha,30661.0,91.32
1765,2022,250435,1,Caturité,5254.0,19.03
1766,2022,250440,1,Conceição,18260.0,5.48
1767,2022,250460,12,Conde,27605.0,43.47
1768,2022,250470,4,Congo,4933.0,81.09
1769,2022,250480,6,Coremas,14683.0,40.86
1770,2022,250485,3,Coxixola,1824.0,164.47
1771,2022,250490,18,Cruz do Espírito Santo,17095.0,105.29
1772,2022,250500,2,Cubati,7580.0,26.39
1773,2022,250510,1,Cuité,19719.0,5.07
1774,2022,250520,2,Cuitegi,6730.0,29.72
1775,2022,250523,1,Cuité de Mamanguape,6251.0,16.0
1776,2022,250527,2,Curral de Cima,5254.0,38.07
1777,2022,250535,1,Damião,4982.0,20.07
1778,2022,250540,3,Desterro,8067.0,37.19
1779,2022,250560,2,Diamante,6299.0,31.75
1780,2022,250570,2,Dona Inês,10380.0,19.27
1781,2022,250580,2,Duas Estradas,3327.0,60.11
1782,2022,250600,2,Esperança,31231.0,6.4
1783,2022,250610,1,Fagundes,11049.0,9.05
1784,2022,250625,1,Gado Bravo,8179.0,12.23
1785,2022,250630,11,Guarabira,57484.0,19.14
1786,2022,250640,9,Gurinhém,13766.0,65.38
1787,2022,250660,2,Ibiara,5631.0,35.52
1788,2022,250670,1,Imaculada,10392.0,9.62
1789,2022,250680,1,Ingá,17692.0,5.65
1790,2022,250690,13,Itabaiana,23182.0,56.08
1791,2022,250700,8,Itaporanga,23940.0,33.42
1792,2022,250710,2,Itapororoca,18382.0,10.88
1793,2022,250720,1,Itatuba,10499.0,9.52
1794,2022,250730,11,Jacaraú,14477.0,75.98
1795,2022,250740,6,Jericó,7516.0,79.83
1796,2022,250750,214,João Pessoa,833932.0,25.66
1797,2022,250790,8,Juripiranga,10012.0,79.9
1798,2022,250800,2,Juru,9234.0,21.66
1799,2022,250820,4,Lagoa de Dentro,7819.0,51.16
1800,2022,250830,3,Lagoa Seca,27730.0,10.82
1801,2022,250850,4,Livramento,6877.0,58.16
1802,2022,250855,1,Logradouro,4797.0,20.85
1803,2022,250860,4,Lucena,12560.0,31.85
1804,2022,250870,2,Mãe d'Água,3583.0,55.82
1805,2022,250880,1,Malta,6046.0,16.54
1806,2022,250890,13,Mamanguape,44599.0,29.15
1807,2022,250900,2,Manaíra,10434.0,19.17
1808,2022,250905,8,Marcação,8999.0,88.9
1809,2022,250915,1,Marizópolis,6705.0,14.91
1810,2022,250930,1,Mataraca,8244.0,12.13
1811,2022,250940,2,Mogeiro,13899.0,14.39
1812,2022,250970,6,Monteiro,32277.0,18.59
1813,2022,250980,7,Mulungu,8791.0,79.63
1814,2022,250990,2,Natuba,8945.0,22.36
1815,2022,251010,1,Nova Floresta,9724.0,10.28
1816,2022,251040,1,Olho d'Água,6060.0,16.5
1817,2022,251060,1,Ouro Velho,2918.0,34.27
1818,2022,251080,57,Patos,103165.0,55.25
1819,2022,251090,3,Paulista,11834.0,25.35
1820,2022,251100,2,Pedra Branca,3739.0,53.49
1821,2022,251120,14,Pedras de Fogo,29662.0,47.2
1822,2022,251130,4,Piancó,16441.0,24.33
1823,2022,251140,6,Picuí,18333.0,32.73
1824,2022,251150,4,Pilar,12311.0,32.49
1825,2022,251160,1,Pilões,6815.0,14.67
1826,2022,251170,1,Pilõezinhos,5329.0,18.77
1827,2022,251180,1,Pirpirituba,9340.0,10.71
1828,2022,251190,16,Pitimbu,16751.0,95.52
1829,2022,251200,2,Pocinhos,17469.0,11.45
1830,2022,251210,15,Pombal,32473.0,46.19
1831,2022,251220,1,Prata,3915.0,25.54
1832,2022,251230,3,Princesa Isabel,21114.0,14.21
1833,2022,251240,2,Puxinanã,14277.0,14.01
1834,2022,251250,8,Queimadas,47658.0,16.79
1836,2022,251270,8,Remígio,17885.0,44.73
1837,2022,251272,3,Pedro Régis,5766.0,52.03
1838,2022,251278,1,Riacho de Santo Antônio,1955.0,51.15
1839,2022,251280,6,Riacho dos Cavalos,8493.0,70.65
1840,2022,251290,3,Rio Tinto,24581.0,12.2
1841,2022,251310,3,Salgado de São Félix,11505.0,26.08
1842,2022,251315,2,Santa Cecília,7670.0,26.08
1843,2022,251370,70,Santa Rita,149910.0,46.69
1844,2022,251380,2,Santa Teresinha,4402.0,45.43
1845,2022,251390,23,São Bento,32235.0,71.35
1846,2022,251392,1,São Bentinho,4327.0,23.11
1847,2022,251394,1,São Domingos do Cariri,2585.0,38.68
1848,2022,251398,1,São Francisco,3137.0,31.88
1849,2022,251400,1,São João do Cariri,4226.0,23.66
1850,2022,251410,2,São João do Tigre,4263.0,46.92
1851,2022,251420,2,São José da Lagoa Tapada,7126.0,28.07
1852,2022,251430,1,São José de Caiana,5034.0,19.86
1853,2022,251445,3,São José dos Ramos,5891.0,50.93
1854,2022,251450,3,São José de Piranhas,19067.0,15.73
1855,2022,251480,2,São José dos Cordeiros,3411.0,58.63
1856,2022,251490,3,São Mamede,7470.0,40.16
1857,2022,251500,4,São Miguel de Taipu,7066.0,56.61
1858,2022,251530,6,Sapé,51306.0,11.69
1860,2022,251550,2,Serra Branca,13614.0,14.69
1861,2022,251580,2,Serra Redonda,6828.0,29.29
1862,2022,251597,3,Sobrado,8236.0,36.43
1863,2022,251600,2,Solânea,26774.0,7.47
1864,2022,251610,3,Soledade,13968.0,21.48
1865,2022,251620,6,Sousa,67259.0,8.92
1866,2022,251630,2,Sumé,17166.0,11.65
1867,2022,251650,2,Taperoá,14068.0,14.22
1868,2022,251660,3,Tavares,14101.0,21.28
1869,2022,251670,3,Teixeira,14631.0,20.5
1870,2022,251690,4,Uiraúna,14930.0,26.79
1871,2022,251700,3,Umbuzeiro,9124.0,32.88
1872,2022,251710,1,Várzea,2668.0,37.48
